parameter	lambda_true	lambda_predicted
rel_heading	14.846986294711918	10.551640244632372
dev_collission	-7.589082059528007	-1.6344693385779636
dev_ego_heading	-12.735234676698926	-12.75154238960679
rel_heading	7.482130135736661	4.029708855110773
dev_collission	-27.262422194649684	-22.207556032682334
dev_ego_heading	6.603463822725864	13.127147518528261
rel_heading	-0.159845846627519	0.8678448977983209
dev_collission	-6.041020588283182	-6.2441029461935855
dev_ego_heading	8.467065950467514	7.145555202419405
rel_heading	-11.018766156367658	-8.983883054678873
dev_collission	3.5256505140191763	8.52400236603247
dev_ego_heading	14.594275211103035	13.699589031427077
rel_heading	-2.11861678077479	-2.554134124808094
dev_collission	-22.53353999153557	-28.01279739308252
dev_ego_heading	14.036482228338368	9.901646304992383
rel_heading	-17.48866588696185	-14.794090730847607
dev_collission	13.882297976225857	15.0
dev_ego_heading	13.645696868108345	6.8307228715392245
rel_heading	16.580584019709107	9.506900566894187
dev_collission	-26.78876258110467	-14.733162352578267
dev_ego_heading	5.56513942261947	14.209814581013937
rel_heading	-17.29095933973049	-19.192847331663817
dev_collission	-4.793091842643957	-15.543860065784814
dev_ego_heading	-14.376601247772587	-14.78315818494677
rel_heading	-18.346500436843577	-20.0
dev_collission	-18.441853885759997	-5.2813912606949085
dev_ego_heading	-5.147019490431248	0.6210422465939461
rel_heading	4.003604142262581	-0.9671774565733533
dev_collission	-23.580676405569907	-30.0
dev_ego_heading	1.218545835039464	2.975961736786717
rel_heading	-2.1140923027577045	-10.955377055347038
dev_collission	-2.9302600176677025	-13.303700189876954
dev_ego_heading	-14.199807380715612	-7.001996568777126
rel_heading	10.757307151435892	9.20623989189672
dev_collission	-8.251994800340189	-4.006428113592103
dev_ego_heading	9.962857595172213	11.951976545226747
rel_heading	-7.74837084103063	-15.653373295711859
dev_collission	-10.099271725423495	-26.74501925085693
dev_ego_heading	8.014700249722576	15.0
rel_heading	-6.382203261768931	-20.0
dev_collission	0.8341845569099071	0.08177503075703653
dev_ego_heading	-11.655195969486588	-12.062524479530596
rel_heading	15.946872418057644	19.64971952952058
dev_collission	-29.420262778958836	-28.488023692701532
dev_ego_heading	3.312344397476501	4.386588286390186
rel_heading	-2.437744234381263	-4.1007142192835015
dev_collission	-3.675939612499029	-13.23818813000695
dev_ego_heading	-6.149903033714178	-4.200043036344804
rel_heading	-17.406494807004155	-20.0
dev_collission	7.816022236749198	15.0
dev_ego_heading	-14.891097437236684	-6.280354411662584
rel_heading	0.2737024562714261	-0.2265657901184287
dev_collission	4.28719970967073	3.353754310644915
dev_ego_heading	-12.521730723359918	-10.15607025007367
rel_heading	-5.539208335039634	-9.346598777271792
dev_collission	9.153904045052094	11.415321780375512
dev_ego_heading	8.479740274323888	7.001405025317098
rel_heading	-3.378206413198047	-3.662245593919412
dev_collission	-28.999899329534244	-22.441251732671827
dev_ego_heading	0.7139578736725021	-1.107346717369651
rel_heading	-19.42973111518395	-20.0
dev_collission	-0.8231468547709113	15.0
dev_ego_heading	2.757666565665687	1.3111234419475881
rel_heading	-9.086785859740694	-13.309541594760402
dev_collission	11.656138228469374	9.237534705443263
dev_ego_heading	-0.20283928636684223	-1.4648120503975048
rel_heading	-1.3548652952798435	-4.000956453122504
dev_collission	-3.9796504716473216	-7.3188959350454255
dev_ego_heading	2.178556972261383	3.2530654154273915
rel_heading	0.4061578366911931	-1.3156920122435771
dev_collission	-20.90781648324539	-30.0
dev_ego_heading	13.205050462917125	-7.901686667647033
rel_heading	13.549267611876672	20.0
dev_collission	-15.521677564929478	15.0
dev_ego_heading	-0.9349871857062677	1.683573913253095
rel_heading	18.826800215475828	20.0
dev_collission	-5.198126711085667	-3.573768394327586
dev_ego_heading	-12.04083278016466	-7.4914749303167225
rel_heading	-7.588791644774876	-10.790101952315197
dev_collission	-11.11943594725799	-1.3394395495018854
dev_ego_heading	1.2243866409360749	3.285332287011472
rel_heading	-6.852333462632716	-3.931139639845288
dev_collission	-19.9490661093092	-12.865265580494686
dev_ego_heading	-4.17134506377101	-3.334679192223643
rel_heading	-15.27651314393533	-20.0
dev_collission	10.90960850737708	15.0
dev_ego_heading	-14.934309966075453	11.532909078597248
rel_heading	-18.182589359420234	-15.19884160003825
dev_collission	-0.6169115224401338	-4.244778716832681
dev_ego_heading	4.463960877191397	0.556052943278754
rel_heading	2.6434435083648538	8.538976504869357
dev_collission	6.751380802380837	7.217649579187399
dev_ego_heading	-1.1728843434610354	-0.0813478309830536
rel_heading	-12.805873601485626	-11.737763524676902
dev_collission	10.861262740955553	15.0
dev_ego_heading	11.091269212562093	13.699589031427077
rel_heading	-2.188421909965804	-2.554134124808094
dev_collission	-15.246725229719075	-28.01279739308252
dev_ego_heading	-10.935707530918208	15.0
rel_heading	11.156576913603729	-7.499846859383986
dev_collission	14.210592061221767	-3.0761025662105856
dev_ego_heading	-14.749764184175799	-9.985290056330463
rel_heading	-7.368879068390521	-6.494456681592085
dev_collission	9.57024560759681	9.995300510056518
dev_ego_heading	-4.245837705398298	-10.253297784456016
rel_heading	-1.4389541416594476	1.808106068128513
dev_collission	-28.83657975524543	-25.131297770074617
dev_ego_heading	9.16075100134087	15.0
rel_heading	17.648936002618044	10.167098727316533
dev_collission	3.7648695378173826	-0.2568514085680135
dev_ego_heading	3.164684059779713	4.240749873551003
rel_heading	-18.194588092415856	-3.9803130172113765
dev_collission	14.3233589541883	-13.607625590102842
dev_ego_heading	11.364606672808602	4.664573011011815
rel_heading	12.64975179523806	8.789371021657763
dev_collission	-16.65538494181385	-7.635547538193833
dev_ego_heading	5.917259676272664	0.521206267223677
rel_heading	-17.418993732344997	-20.0
dev_collission	-14.73848792484906	15.0
dev_ego_heading	-1.859023849601872	-1.7669819047606659
rel_heading	-4.195116140532269	-16.661612128865603
dev_collission	0.15384534495781566	1.617702628172001
dev_ego_heading	2.220838647040001	2.6501828061650374
rel_heading	-11.566100302679217	-10.038304530557992
dev_collission	11.429336927135218	15.0
dev_ego_heading	6.1260352551033	0.007612621236824331
rel_heading	1.9692350941147012	11.036032299539201
dev_collission	-7.921434928856026	-11.527638884363805
dev_ego_heading	5.8476807614347805	15.0
rel_heading	-19.102260793777475	-12.09993223256121
dev_collission	-24.943970907927234	-8.234411767988513
dev_ego_heading	-3.493206103518528	-5.454435908710386
rel_heading	18.22179881693684	13.636282202954408
dev_collission	6.517295997363618	6.894861930225451
dev_ego_heading	12.361416738054903	2.561086614838149
